Grandeza,Medicao,HoraDia,Media,Mediana,P95,Max,Mes,Tipo,MesOrdem
Demanda,Demanda Reativa,17,564.3927544391996,552.8021215544746,641.4839964229374,748.5041008146877,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,17,2015.0470916686502,1980.3008991058098,2359.3101507886345,2422.891745151942,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,18,138.30674531931263,138.74326750448833,147.95978456014362,152.74147217235188,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,18,468.08196498796656,467.43734936868896,486.23179069910066,494.5962096358374,Ago,Ajustado (delta),9
Consumo,Consumo ativo de Ponta,18,490.486267954389,474.85369775252695,553.5177353828202,556.575689481959,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,18,542.8235584622892,544.5368152344973,580.7096852466334,599.4767925378761,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,18,1876.3179417757508,1873.7339548494076,1949.0719288704804,1982.600905096955,Ago,Ajustado (delta),9
Demanda,Demanda ativa de Ponta,18,1964.0556416566278,1902.0818892951252,2214.5871696413565,2226.821837982419,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,19,136.4190818158502,136.76122082585277,145.884829443447,151.7504488330341,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,19,475.1560395351572,475.47025170122583,485.18623833200854,488.2208903243002,Ago,Ajustado (delta),9
Consumo,Consumo ativo de Ponta,19,481.94620502367974,471.3487554214249,553.6128392184394,565.0618778910522,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,19,535.4148805284159,536.7577034039303,572.5659275490086,595.5872366225926,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,19,1904.6745116350537,1905.9340387254429,1944.880806842171,1957.0452829731175,Ago,Ajustado (delta),9
Demanda,Demanda ativa de Ponta,19,1930.1217162345615,1888.042433853236,2214.967673680672,2260.7745061059422,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,20,131.36073352141574,131.06283662477557,143.37630161579892,146.05206463195688,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,20,473.903744670391,474.0676814526876,486.89482390750044,489.2409414141462,Ago,Ajustado (delta),9
Consumo,Consumo ativo de Ponta,20,473.1177370399222,466.4158736220963,545.4558563941818,560.8187836865056,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,20,515.5619388774899,514.3927568910506,562.7204891384474,573.2222901097127,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,20,1899.6546572892998,1900.3118018581986,1951.7297135713595,1961.1341825129318,Ago,Ajustado (delta),9
Demanda,Demanda ativa de Ponta,20,1894.8982193149664,1868.283200268355,2182.3321349240096,2243.798172044181,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,21,118.32405745062836,121.524236983842,136.59398563734288,140.8491921005386,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,21,429.5483362910456,441.4260465776172,473.67241165537234,480.69801353668635,Ago,Ajustado (delta),9
Consumo,Consumo ativo de Ponta,21,455.5621769487361,449.92966339802405,480.7212308401495,547.3579331065647,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,21,464.3957568966778,476.95578120644734,536.1013408432262,552.8021215544746,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,21,1721.855500113672,1769.4680814017395,1898.7273532865206,1926.8896488669895,Ago,Ajustado (delta),9
Demanda,Demanda ativa de Ponta,21,1824.75107933868,1802.246844999673,1925.5849776645098,2189.9422157103163,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,22,49.03058476532444,48.68402154398564,83.82818671454214,91.7935368043088,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,22,297.1484215402006,271.9700592769584,430.47324800039627,440.91602103269423,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,22,192.4342474924744,191.07443433829968,329.0067980788528,360.26910374794363,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,22,1191.1267832490878,1090.2007101677286,1725.5635225929864,1767.4236316318322,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,23,62.205886124647336,67.57540394973068,106.16956912028722,156.3339317773788,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,23,279.61186612839583,260.81378175837756,392.1129517028769,468.58490684476567,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,23,244.14429926633906,265.21808106820424,416.6919742440242,613.5764327307786,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,23,1120.830669803931,1045.478371451013,1571.7953442738565,1878.3339668316985,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,0,32.26606822262118,1.672351885098743,118.93518850987431,140.8491921005386,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,0,321.90712082009503,353.2553804990577,471.8745716095189,516.3998016812947,Set,Ajustado (delta),10
Demanda,Demanda Reativa,0,126.63718790038746,6.563625607040828,466.79431637776923,552.8021215544746,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,0,1290.3729646089205,1416.0338274290675,1891.5206678475986,2070.0011327604793,Set,Ajustado (delta),10
Consumo,Consumo Reativo,1,1.367818671454219,0.0,12.288689407540394,19.20107719928187,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,1,316.5582279177153,344.2024270766749,462.2350888104746,475.98027724614883,Set,Ajustado (delta),10
Demanda,Demanda Reativa,1,5.368397487240185,0.0,48.23049334951483,75.36014585861693,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,1,1268.9318065205007,1379.7448440132182,1852.8805671963562,1907.97848849535,Set,Ajustado (delta),10
Consumo,Consumo Reativo,2,1.4235637342908438,0.0,11.663105924596048,16.847396768402152,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,2,299.5680373709093,334.1294225644461,438.9651733233638,453.6666596557686,Set,Ajustado (delta),10
Demanda,Demanda Reativa,2,5.587185007474878,0.0,45.77521117799214,66.12245055981872,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,2,1200.826375258791,1339.3669610575553,1759.6036112619379,1818.5338110619186,Set,Ajustado (delta),10
Consumo,Consumo Reativo,3,1.1231597845601435,0.0,11.322441651705562,14.617594254937163,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,3,292.560481185091,327.244077707986,437.96424819145244,446.27128925438547,Set,Ajustado (delta),10
Demanda,Demanda Reativa,3,4.408163370654582,0.0,44.43817633211346,57.37094975043095,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,3,1172.7365405152188,1311.766889163811,1755.5913785884957,1788.890354215856,Set,Ajustado (delta),10
Consumo,Consumo Reativo,4,1.1438061041292638,0.0,11.681687612208256,15.11310592459605,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,4,297.7775997791453,327.75410325290886,435.72013579379137,447.2913403442314,Set,Ajustado (delta),10
Demanda,Demanda Reativa,4,4.48919578555632,0.0,45.8481403514037,59.31572770807268,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,4,1193.6495135858263,1313.8113389337177,1746.5957996009047,1792.9781889380813,Set,Ajustado (delta),10
Consumo,Consumo Reativo,5,0.8341113105924596,0.0,4.955116696588869,13.626570915619387,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,5,299.68275770007637,329.3479330807932,435.6181306848068,444.1036806884628,Set,Ajustado (delta),10
Demanda,Demanda Reativa,5,3.2737095620302408,0.0,19.447779576417272,53.48139383514749,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,5,1201.2863409631002,1320.200244464677,1746.1869096469231,1780.201442693751,Set,Ajustado (delta),10
Consumo,Consumo Reativo,6,35.27423698384201,0.6193895870736086,126.97486535008976,146.5475763016158,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,6,309.4869096841715,333.61939701952315,435.6691332392991,452.6466085659227,Set,Ajustado (delta),10
Demanda,Demanda Reativa,6,138.44350102017557,2.4309724470521585,498.34833874050634,575.1670680673545,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,6,1240.5865309109292,1337.322511287648,1746.391354623914,1814.4449115221048,Set,Ajustado (delta),10
Consumo,Consumo Reativo,7,80.45767504488329,84.60861759425492,147.5633752244165,157.94434470377018,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,7,321.70627169795114,348.98391656032777,463.76516544524355,481.33554546784006,Set,Ajustado (delta),10
Demanda,Demanda Reativa,7,315.7784673680579,332.0698233621386,579.15386288052,619.8969610931142,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,7,1289.5679891324592,1398.9115606060964,1859.0139165060773,1929.4452110793734,Set,Ajustado (delta),10
Consumo,Consumo Reativo,8,111.2415450619412,111.18043087971274,184.23123877917413,215.7677206982542,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,8,381.4907931234506,407.7006074195854,532.3891025146299,580.1529947966667,Set,Ajustado (delta),10
Demanda,Demanda Reativa,8,437.00678809836774,436.35854134067625,723.0674317460079,863.6970579180315,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,8,1529.2155072799885,1634.278840366639,2134.0946330470633,2325.556289181265,Set,Ajustado (delta),10
Consumo,Consumo Reativo,9,100.81597845601436,94.39497307001794,168.77127468581688,187.30341113105922,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,9,364.8712831215597,339.420937593022,536.8645766713291,597.1113441653556,Set,Ajustado (delta),10
Demanda,Demanda Reativa,9,395.6803703505221,370.47918802556273,662.390359467586,735.1240421782004,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,9,1462.5963484082972,1360.57812742034,2152.0346797779976,2393.5342440306727,Set,Ajustado (delta),10
Consumo,Consumo Reativo,10,166.59123487804274,170.02244165170555,219.63670324189508,271.14746284289254,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,10,510.26712250459093,545.598764128135,683.4083160579052,795.8262736521594,Set,Ajustado (delta),10
Demanda,Demanda Reativa,10,656.0273083469572,667.3009238106314,879.184254439671,1085.3815568889383,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,10,2044.7657968906253,2187.0458820876547,2732.446688251635,3181.9267520214944,Set,Ajustado (delta),10
Consumo,Consumo Reativo,11,178.86005759682925,180.61400359066425,231.78083192019932,265.90355261845366,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,11,567.775293089045,575.8177776648214,710.496068558709,777.4011952145867,Set,Ajustado (delta),10
Demanda,Demanda Reativa,11,706.3254867840226,708.8705526552233,927.7961324472637,1064.390645900931,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,11,2274.4403423093604,2308.1784661370557,2840.7507096579207,3108.254076382248,Set,Ajustado (delta),10
Consumo,Consumo Reativo,12,185.71100229856236,183.71095152603232,231.2436508728178,254.64939650872796,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,12,594.1628175025959,589.1421950259341,716.9322483145887,726.6643749615841,Set,Ajustado (delta),10
Demanda,Demanda Reativa,12,732.7969457887973,721.0254148904841,925.6458440045898,1019.336983292525,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,12,2380.0524945840525,2361.589716375876,2866.4831830872567,2905.3948075446056,Set,Ajustado (delta),10
Consumo,Consumo Reativo,13,186.8558246867197,182.16247755834826,233.44353516209458,276.0076723192018,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,13,604.2892441342099,588.5684162878957,733.1524593929144,803.3524515925026,Set,Ajustado (delta),10
Demanda,Demanda Reativa,13,737.6927628858898,714.9479837728536,934.4517871507783,1104.8365475607502,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,13,2420.57778114677,2359.289710384731,2931.335890516171,3212.0184082685105,Set,Ajustado (delta),10
Consumo,Consumo Reativo,14,192.23371257851775,185.81687612208256,231.755251870324,238.15026433915193,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,14,615.6616275888125,593.4136589646641,720.3384926410371,738.4726886266051,Set,Ajustado (delta),10
Demanda,Demanda Reativa,14,759.9063085510518,729.2907212104615,927.6937377595174,953.2924096961117,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,14,2465.6286200616887,2378.7119831988466,2880.102251647329,2952.6075785528546,Set,Ajustado (delta),10
Consumo,Consumo Reativo,15,194.5744099596236,186.80789946140035,234.4923172069824,282.4026847880297,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,15,616.3000424320209,592.9036334197411,714.7782042833869,728.7405619796098,Set,Ajustado (delta),10
Demanda,Demanda Reativa,15,770.0353121944861,733.1792642205586,938.6499693483796,1130.4352194973444,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,15,2468.2643622014484,2376.66753342894,2857.870743540697,2913.6959540955063,Set,Ajustado (delta),10
Consumo,Consumo Reativo,16,196.27236409070076,189.65709156193896,240.56118403990004,279.716779551122,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,16,620.2833262887841,590.7360248538183,719.0668280924963,813.0845782394979,Set,Ajustado (delta),10
Demanda,Demanda Reativa,16,777.5940424248779,744.3617374769985,962.9431090162077,1119.683777283975,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,16,2484.2367408276555,2367.9786219068355,2875.017799384902,3250.9300327258593,Set,Ajustado (delta),10
Consumo,Consumo Reativo,17,159.72847212399878,152.74147217235188,220.0204039900248,245.56847880299233,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,17,543.8651974594367,534.441955332945,694.5483570264993,759.1047971182354,Set,Ajustado (delta),10
Demanda,Demanda Reativa,17,628.4769894455567,599.4767925378761,880.7201747558667,982.9868691425611,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,17,2178.883190179952,2142.323543370939,2776.9875277138126,3035.1002224024332,Set,Ajustado (delta),10
Consumo,Consumo Reativo,18,151.97681763365372,144.68940754039494,228.6408807980048,238.66186533665817,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,18,504.0623199860757,483.37564764753193,715.7643931169492,723.4203327459189,Set,Ajustado (delta),10
Consumo,Consumo ativo de Ponta,18,497.88536733176926,481.34433169901206,581.8659940769894,820.5254117234082,Set,Ajustado (delta),10
Demanda,Demanda Reativa,18,598.2457669167826,567.874150726198,915.227184526396,955.3403034510392,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,18,2019.7510868046586,1937.623010159001,2861.813788152375,2892.4242660588225,Set,Ajustado (delta),10
Demanda,Demanda ativa de Ponta,18,1994.0123599879676,1928.080880854179,2328.0065209423924,3282.864455661469,Set,Ajustado (delta),10
Consumo,Consumo Reativo,19,150.4362937324552,142.14991023339317,224.98293366583525,238.66186533665817,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,19,550.6491631799763,503.84042263756635,721.1105746883653,723.4203327459189,Set,Ajustado (delta),10
Consumo,Consumo ativo de Ponta,19,500.6791819819926,478.0990147257695,672.1707438372011,818.0380806379843,Set,Ajustado (delta),10
Demanda,Demanda Reativa,19,592.1962074027508,557.9071636932842,900.5847441786639,955.3403034510392,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,19,2205.4496926254033,2019.6565571765195,2883.189240520945,2892.4242660588225,Set,Ajustado (delta),10
Demanda,Demanda ativa de Ponta,19,2005.1856712662345,1915.081385074652,2689.3086434352476,3272.9128115562985,Set,Ajustado (delta),10
Consumo,Consumo Reativo,20,145.82144728215366,138.24775583482943,217.61587930174545,240.32456857855342,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,20,538.5571427999804,489.8147201521846,712.1505300886982,724.4584262549317,Set,Ajustado (delta),10
Consumo,Consumo ativo de Ponta,20,498.6610896446477,477.0605132943319,658.6367364606301,821.69592046949,Set,Ajustado (delta),10
Demanda,Demanda Reativa,20,573.9213780986262,542.5920372768555,871.0950741077072,961.9959581545538,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,20,2157.010911114521,1963.4341885040772,2847.365199420364,2896.574839334273,Set,Ajustado (delta),10
Demanda,Demanda ativa de Ponta,20,1997.071463231673,1910.9215464252036,2635.160418534005,3287.5475822991966,Set,Ajustado (delta),10
Consumo,Consumo Reativo,21,126.67765712290188,125.11669658886893,156.95951526032312,228.55774563591004,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,21,453.8367131015644,452.6466085659227,608.774379540225,719.0084353326143,Set,Ajustado (delta),10
Consumo,Consumo ativo de Ponta,21,472.7985267970313,455.3817959130716,558.6369321728102,809.5518922288911,Set,Ajustado (delta),10
Demanda,Demanda Reativa,21,497.751374927919,491.0554213993498,616.0317149023012,914.8944017912203,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,21,1818.814531179107,1814.4449115221048,2437.526561237414,2874.784329638158,Set,Ajustado (delta),10
Demanda,Demanda ativa de Ponta,21,1893.642453732969,1824.0849146179632,2235.7664647554247,3238.9601434327756,Set,Ajustado (delta),10
Consumo,Consumo Reativo,22,54.94192100538599,53.39138240574506,97.02118491921004,136.76122082585277,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,22,306.80601555674025,284.14691916199445,447.39972077252753,658.5394884326164,Set,Ajustado (delta),10
Demanda,Demanda Reativa,22,215.63498789644837,209.54982493589608,380.7865112010639,536.7577034039303,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,22,1229.7831101874583,1139.0119484242582,1793.4126345141865,2633.0145172216235,Set,Ajustado (delta),10
Consumo,Consumo Reativo,23,46.218850987432674,50.04667863554757,98.39003590664264,149.64452423698384,Set,Ajustado (delta),10
Consumo,Consumo ativo Fora de Ponta,23,252.7268397400653,223.136175903802,387.26133370679713,497.2738437466831,Set,Ajustado (delta),10
Demanda,Demanda Reativa,23,181.39882636397,196.42257372181444,386.15896030904884,587.3219303026153,Set,Ajustado (delta),10
Demanda,Demanda ativa Fora de Ponta,23,1013.0610470399654,894.4446446991337,1552.3475158376164,1993.3342663889669,Set,Ajustado (delta),10
Consumo,Consumo Reativo,0,52.52730833716634,63.42549371633751,137.75224416517054,168.2262118491921,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,0,398.1062918417838,383.66565361509015,489.4895788672961,510.0244823697575,Out,Ajustado (delta),11
Demanda,Demanda Reativa,0,206.15800728069965,248.93056567295477,540.6472593192138,660.2511037141801,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,0,1595.8194881370373,1537.9341449597719,1962.1308517757611,2044.4455106366418,Out,Ajustado (delta),11
Consumo,Consumo Reativo,1,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,1,394.88932551525494,370.787508605785,471.65781075292665,487.7108647793773,Out,Ajustado (delta),11
Demanda,Demanda Reativa,1,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,1,1582.9242723144132,1486.3117882696204,1890.6517766953882,1955.0008332032107,Out,Ajustado (delta),11
Consumo,Consumo Reativo,2,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,2,386.39881470058464,368.61990003986233,459.02192787745986,471.7725665005343,Out,Ajustado (delta),11
Demanda,Demanda Reativa,2,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,2,1548.8899500809155,1477.6228767475156,1840.0005336459424,1891.1117778936173,Out,Ajustado (delta),11
Consumo,Consumo Reativo,3,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,3,373.73146653948356,355.35923587186494,446.92157182416224,456.8543193115372,Out,Ajustado (delta),11
Demanda,Demanda Reativa,3,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,3,1498.1127580026757,1424.4671827299337,1791.4961225775369,1831.3116221238374,Out,Ajustado (delta),11
Consumo,Consumo Reativo,4,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,4,376.1119285082269,372.12632566120783,448.15838377060044,455.8342682216913,Out,Ajustado (delta),11
Demanda,Demanda Reativa,4,0.0,0.0,0.0,0.0,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,4,1507.6548803792766,1491.6784689156261,1796.453753546923,1827.2227225840236,Out,Ajustado (delta),11
Consumo,Consumo Reativo,5,0.01398621648230729,0.0,0.0,1.734290843806104,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,5,378.62400997243424,382.6456025252442,447.7248620574159,462.2095875332285,Out,Ajustado (delta),11
Demanda,Demanda Reativa,5,0.05489292622375843,0.0,0.0,6.806722851746045,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,5,1517.7246284582145,1533.845245419958,1794.7159712425023,1852.778344707861,Out,Ajustado (delta),11
Consumo,Consumo Reativo,6,50.54119128974344,10.963195691202873,137.25673249551167,152.74147217235188,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,6,374.89447388211767,370.27748306086204,449.3059412466772,464.2496897129204,Out,Ajustado (delta),11
Demanda,Demanda Reativa,6,198.3629733151026,43.02821231282322,538.7024813615722,599.4767925378761,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,6,1502.7746324519626,1484.2673384997133,1801.053765529214,1860.9561437874888,Out,Ajustado (delta),11
Consumo,Consumo Reativo,7,121.88588058145595,131.80610412926393,163.9710053859964,173.9245960502693,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,7,395.88263345310554,406.3617903641626,469.4328243132001,487.7108647793773,Out,Ajustado (delta),11
Demanda,Demanda Reativa,7,478.37517177884206,517.3099238275131,643.5503230029318,682.6160502270599,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,7,1586.9059044677667,1628.9121597206333,1881.7328645741686,1955.0008332032107,Out,Ajustado (delta),11
Consumo,Consumo Reativo,8,156.64370290379915,158.6876122082585,210.7423708180176,232.77845386533647,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,8,461.4908216947181,465.5247535752278,557.3612282579212,615.2172510101213,Out,Ajustado (delta),11
Demanda,Demanda Reativa,8,615.7526328724396,622.8141280295768,841.1988236624073,931.7895252693723,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,8,1849.8975751818173,1866.0672682122563,2234.1960049061345,2466.112210862371,Out,Ajustado (delta),11
Consumo,Consumo Reativo,9,124.71466020967155,126.10771992818671,192.50628366247753,225.36023940149607,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,9,413.3356013450479,421.15253116692884,579.9808611752552,612.0295913543526,Out,Ajustado (delta),11
Demanda,Demanda Reativa,9,490.15885284074994,494.9449773146332,755.5442107334385,902.0950658229231,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,9,1656.8664466200855,1688.2012030479361,2324.8662873839216,2453.3343998004525,Out,Ajustado (delta),11
Consumo,Consumo Reativo,10,179.4035783561886,189.4093357271095,213.0050753117205,228.04614463840383,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,10,518.1153466726091,567.529862559823,610.5760185513221,640.8918987793979,Out,Ajustado (delta),11
Demanda,Demanda Reativa,10,705.8946794110975,743.3893484981777,852.6384316414228,912.8465080362926,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,10,2076.8247414436128,2274.957222193655,2447.5077179562177,2562.4547715389654,Out,Ajustado (delta),11
Consumo,Consumo Reativo,11,185.75763500988649,198.20466786355473,214.7445187032417,230.73204987531153,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,11,565.7437594109801,602.4666123870469,626.1254223521614,650.75378711502,Out,Ajustado (delta),11
Demanda,Demanda Reativa,11,731.6525589949191,777.9091572463184,859.6012704081764,923.5979502496623,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,11,2267.4764774259766,2415.000966614696,2509.837880316257,2601.885217655745,Out,Ajustado (delta),11
Consumo,Consumo Reativo,12,196.35784895524546,201.3016157989228,222.67433416458834,236.61546134663323,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,12,598.0005323340655,616.9385872242362,653.7512821222945,692.0180040982804,Out,Ajustado (delta),11
Demanda,Demanda Reativa,12,776.4244757265,790.0640194815792,891.3436236095533,947.1487284313291,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,12,2395.3224239523083,2473.0122288358075,2613.8699979886082,2766.870505354902,Out,Ajustado (delta),11
Consumo,Consumo Reativo,13,197.76936021878464,198.45242369838417,226.850277306733,254.64939650872796,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,13,613.5514606591303,624.7802299774271,671.1393483982597,752.6167126869051,Out,Ajustado (delta),11
Demanda,Demanda Reativa,13,781.3511009968688,778.8815462251392,908.0595563841495,1019.336983292525,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,13,2456.5981345435307,2504.445644048127,2683.3921003524038,3009.159139430868,Out,Ajustado (delta),11
Consumo,Consumo Reativo,14,204.36749580095045,202.0448833034111,228.76238603491254,255.16099750623422,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,14,628.8583012653237,638.4913075398058,670.0363740449335,763.3869328429133,Out,Ajustado (delta),11
Demanda,Demanda Reativa,14,809.3160710523831,792.9811864180417,915.7135592931912,1021.3848770474526,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,14,2517.359234213187,2552.8565708394854,2678.9821162472376,3052.2213371636662,Out,Ajustado (delta),11
Consumo,Consumo Reativo,15,202.92429900692753,201.3016157989228,231.63374663341625,241.3477705735659,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,15,628.197340675595,624.7802299774271,666.175963808292,748.2048152736005,Out,Ajustado (delta),11
Demanda,Demanda Reativa,15,802.3747044126117,790.0640194815792,927.2073629927219,966.0917456644089,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,15,2515.2552437189765,2504.445644048127,2663.5471718791564,2991.519203010203,Out,Ajustado (delta),11
Consumo,Consumo Reativo,16,206.87891298823178,201.54937163375223,231.57619152119682,456.09228927680766,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,16,622.9789646059139,618.4049106658899,667.038879037659,738.4726886266051,Out,Ajustado (delta),11
Demanda,Demanda Reativa,16,812.2603569801452,791.0364084604,924.9290811903651,949.1966221862566,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,16,2494.881497083735,2478.8900219242896,2666.997335914374,2952.6075785528546,Out,Ajustado (delta),11
Consumo,Consumo Reativo,17,173.62902211489285,167.97845601436265,204.15700179533212,433.58184538653336,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,17,559.8630355652244,567.4023561735922,655.0618751774233,735.22864641094,Out,Ajustado (delta),11
Demanda,Demanda Reativa,17,675.4156925818061,659.2787147353592,801.2708024624895,878.5442876412562,Out,Ajustado (delta),11
Demanda,Demanda ativa Fora de Ponta,17,2243.4654951499665,2274.446109751179,2619.110096748864,2939.637037067072,Out,Ajustado (delta),11
Consumo,Consumo Reativo,18,164.21401319397975,164.13824057450628,193.0327648114901,230.73204987531153,Out,Ajustado (delta),11
Consumo,Consumo ativo Fora de Ponta,18,517.2839674840582,515.8260229432562,565.2283722883578,673.9811293791823,Out,Ajustado (delta),11
Consumo,Consumo ativo de Ponta,18,534.5960507021714,513.2782507157189,734.0321310676251,758.6347617743322,Out,Ajustado (delta),11
