Grandeza,Medicao,HoraDia,Media,Mediana,P95,Max,Mes,Tipo,MesOrdem
Demanda,Demanda Reativa,16,743.3817127812482,733.1792642205586,861.7515588508503,878.5442876412562,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,16,2300.3850924386616,2293.357270122818,2410.0509090810165,2435.8622866377245,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,17,161.12914157425107,157.94434470377018,188.4492818671454,211.54701246882775,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,17,498.34712753321145,480.2517411848787,572.6556192862989,601.7038688141632,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,17,633.0686700041168,619.8969610931142,739.6213412052467,846.8019344398792,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,17,1997.4828280299757,1925.1007553183208,2295.503942381221,2405.770630390709,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,18,149.6961400359066,150.6355475763016,161.06606822262117,167.7307001795332,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,18,466.05501822907627,465.3972471889971,488.00412946770797,504.6692141480662,Jun,Ajustado (delta),7
Consumo,Consumo ativo de Ponta,18,481.1271662594108,473.1661329264408,562.7793858361927,586.4236625070453,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,18,587.5245113398697,591.2114862178987,632.1490622262571,658.3063257565383,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,18,1868.1929145487527,1865.5561557697797,1956.1763918209072,2022.9787880526183,Jun,Ajustado (delta),7
Demanda,Demanda ativa de Ponta,18,1926.8859507650495,1895.322151489771,2251.642409162374,2346.2415672444654,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,19,151.29829443447036,152.24596050269298,162.6331238779174,173.4290843806104,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,19,467.230151491064,466.1622855063815,487.13071072202735,489.75096695906916,Jun,Ajustado (delta),7
Consumo,Consumo ativo de Ponta,19,479.8101737506557,471.60838077928435,565.2740326012795,581.5953139294578,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,19,593.8126267362445,597.5320145802343,638.299422517299,680.6712722694183,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,19,1872.903397130383,1868.6228304246401,1952.6752715899413,1963.1786322828386,Jun,Ajustado (delta),7
Demanda,Demanda ativa de Ponta,19,1921.6370518989575,1889.0823935155981,2261.62332280903,2326.92366986384,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,20,146.92333931777378,145.80430879712745,162.52782764811488,165.62477558348294,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,20,456.8320056939468,457.3643448564602,482.4065991121783,488.7309158692232,Jun,Ajustado (delta),7
Consumo,Consumo ativo de Ponta,20,468.0329452072962,463.1705566488537,557.7754609466929,565.0618778910522,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,20,576.6418580185662,572.2499011308919,637.8861572013002,650.041019436561,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,20,1831.22255013256,1833.3560718937445,1933.738555596178,1959.0897327430248,Jun,Ajustado (delta),7
Demanda,Demanda ativa de Ponta,20,1874.5645634691932,1855.2837044888279,2231.6220427860894,2260.7745061059422,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,21,133.0056552962298,135.39856373429083,154.22800718132854,161.53680430879712,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,21,417.66470022690874,428.42039518208134,465.71601315457394,480.18798799176335,Jun,Ajustado (delta),7
Consumo,Consumo ativo de Ponta,21,452.60455006777084,446.1650957090627,474.3344470368081,556.575689481959,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,21,522.0179071333042,531.4095640204157,605.3111264108013,633.9966012860167,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,21,1674.2199262740226,1717.334612269111,1866.8339368759716,1924.8451990970825,Jun,Ajustado (delta),7
Demanda,Demanda ativa de Ponta,21,1812.85238341034,1787.1674298954217,1900.0019699704008,2226.821837982419,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,22,76.86728007181327,76.30879712746858,116.27800718132852,130.5673249551167,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,22,265.0544759268192,247.9999212187971,380.1337267164985,412.2270841307768,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,22,301.68699794365796,299.49479257163966,456.3654445799155,512.4479789334088,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,22,1062.4769508376007,994.1115709820997,1523.7763303031659,1652.4233320745639,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,23,72.8464093357271,73.21184919210053,125.44497307001795,184.70197486535005,Jun,Ajustado (delta),7
Consumo,Consumo ativo Fora de Ponta,23,271.5615164190209,254.3752405303343,394.25505899155337,504.1591886031432,Jun,Ajustado (delta),7
Demanda,Demanda Reativa,23,285.90604487293956,287.33993033637887,492.34383679628746,724.9149708057674,Jun,Ajustado (delta),7
Demanda,Demanda ativa Fora de Ponta,23,1088.5607845996901,1019.667193105937,1580.382033307466,2020.9343382827112,Jun,Ajustado (delta),7
Consumo,Consumo Reativo,0,27.226672190765548,0.0,98.08653500897665,112.9766606822262,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,0,360.01482619264294,363.3921382044019,384.2139310758824,401.64405407362506,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,0,106.85858829574826,0.0,384.96778380999353,443.40836143712755,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,0,1443.1292384221947,1456.667266605969,1540.1319284624221,1610.0009993489937,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,1,0.0,0.0,0.0,0.0,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,1,347.3516149779773,348.21887824294333,368.7474064260931,436.70831028707966,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,1,0.0,0.0,0.0,0.0,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,1,1392.3684860113547,1395.844885951236,1478.1339891899925,1750.5569210300996,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,2,0.2238130440686149,0.0,0.0,10.653500897666069,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,2,330.42527199756006,332.2805799641003,356.474916751384,439.2584380116945,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,2,0.8784186153213684,0.0,0.0,41.812726089297136,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,2,1324.518964126048,1331.955830641642,1428.9394166016054,1760.7791698796345,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,3,0.3065978456014362,0.0,0.0,11.272890484739676,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,3,316.58882945041074,323.2276265417175,337.285205623657,399.9864710526254,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,3,1.2033313612908187,0.0,0.0,44.24369853634929,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,3,1269.0553076138062,1295.666847225793,1352.0169940088547,1603.356537596796,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,4,0.21988330341113108,0.0,0.0,9.910233393177737,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,4,315.50927538032374,322.462588224333,336.80068135598015,350.0039676501737,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,4,0.8629952187035165,0.0,0.0,38.895559152834544,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,4,1264.7279244280894,1292.6001725709325,1350.0747667274427,1403.0004601459102,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,5,0.0,0.0,0.0,0.0,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,5,322.48277673548625,323.9926648591019,337.9163622354992,345.7962569045592,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,5,0.0,0.0,0.0,0.0,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,5,1292.681373785535,1298.7335218806534,1354.5470005991144,1386.1337495441776,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,6,58.36817773788151,78.91023339317773,107.33402154398563,112.9766606822262,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,6,324.0319881827999,325.65024788010163,339.44643887026814,343.11862279371354,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,6,229.08202171871255,309.70487684925877,421.2622024444823,443.40836143712755,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,6,1298.8913810881475,1305.3779836328513,1360.6803499088355,1375.4003882521658,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,7,92.41922526853908,91.2980251346499,120.92962298025132,125.85996409335726,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,7,331.2141187107916,340.5047418759833,367.5998489500164,374.99521935139956,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,7,362.7248237005214,358.32432579030194,474.6220476572772,493.97258833581236,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,7,1327.6808948356895,1364.9225831813924,1473.5339772077016,1503.178498871353,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,8,107.30390639509687,109.13644524236983,138.0,157.3249551166966,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,8,376.3670121963648,380.6055003455523,442.5098508605785,461.06203005715173,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,8,421.14400688757394,428.33633226540417,541.6196482980347,617.4659886460621,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,8,1508.6774831027292,1525.6674463403301,1773.8122709583945,1848.17833272557,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,9,86.13680121339688,81.75942549371632,122.88689407540394,178.50807899461398,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,9,325.9196417607802,315.25847740229597,454.01730221790314,503.01163112706655,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,9,338.0677414226467,320.8873501056987,482.303920589962,700.6052463352459,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,9,1306.4579932309043,1263.7233843885847,1819.9393702787297,2016.3343263004206,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,10,161.99773844099585,168.9694793536804,202.46609476309212,209.8843092269325,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,10,505.88302944426124,534.951980877868,575.4352585061291,595.7348311373394,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,10,638.3247879515278,663.1682706506426,810.4518202899153,840.1462797363647,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,10,2027.6347865603714,2144.367993140846,2306.6451288096255,2381.904834056869,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,11,168.10815645177894,177.51705565529622,207.8634852867829,214.2329177057355,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,11,532.9759438519153,565.2347476076695,598.4857789362234,605.9860045388413,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,11,665.1181718383494,696.7156904199625,832.0570994044009,857.553376653249,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,11,2135.2764049071216,2265.7571982290738,2392.9038532368127,2422.891745151942,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,12,176.29387856749503,178.50807899461398,205.20316009975048,208.86110723192004,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,12,558.7925985432954,576.072790437283,606.7126699951502,616.3669396289696,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,12,698.2671539813095,700.6052463352459,821.4080518787777,836.0504922265096,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,12,2237.0261554282306,2309.200691022009,2425.7971464447573,2464.397477906447,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,13,177.02068710629166,176.52603231597845,200.34934563591005,206.68680299251852,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,13,568.0179782720272,583.1015303186618,612.5324817300534,624.9312110783255,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,13,700.2171761350916,692.8261345046791,801.9786598789025,827.3469437680676,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,13,2273.834777534402,2334.3556961684153,2449.0662978702517,2498.639707428914,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,14,181.77151799943582,179.6229802513465,198.270966583541,202.46609476309212,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,14,581.3964789128544,576.072790437283,605.5513028819421,620.6490753536475,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,14,719.4506780819913,704.9809967399399,793.6590914995095,810.4518202899153,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,14,2327.623417890018,2309.200691022009,2421.1536925928476,2481.5185926676804,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,15,177.01588846107344,177.76481149012568,197.11986433915197,205.15199999999984,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,15,567.4514962479124,572.1200924641298,600.7695846560517,613.641944167811,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,15,700.0197949833956,697.6880793987833,789.0513305509224,821.2032625032849,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,15,2273.0130674177776,2293.357270122818,2402.035114442803,2453.5022230583895,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,16,175.93943214584718,175.41113105924595,196.0710822942642,204.00089775561082,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,16,567.9259955760028,568.9324328083611,598.0510772793243,608.7109999999999,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,16,694.1671698697852,688.4503840999851,784.8531483533209,816.5955015546979,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,16,2275.5257527033405,2280.5794590609,2391.165800677717,2433.787,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,17,144.22486535008974,142.14991023339317,170.82764811490122,179.00359066427288,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,17,487.60549447632195,469.3499451621501,561.3139262310742,593.0098356761807,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,17,566.0509213909089,557.9071636932842,670.4611879917991,702.5500242928877,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,17,1954.5277742962721,1881.400641486559,2250.040490622914,2371.0095792088105,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,18,140.17508976660682,140.10592459605027,152.74147217235188,155.83842010771994,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,18,468.0526182800246,470.1149834795346,482.7636169936244,485.54325621345464,Jul,Ajustado (delta),8
Consumo,Consumo ativo de Ponta,18,483.63670840067704,476.41144989968336,559.1800714419911,576.0353973855692,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,18,550.1564132079329,549.884954618012,599.4767925378761,611.6316547731369,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,18,1876.2003090104886,1884.4673161414194,1935.169670435113,1946.311921681106,Jul,Ajustado (delta),8
Demanda,Demanda ativa de Ponta,18,1936.9420803546677,1908.321647269298,2237.2417947513622,2304.6788183346357,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,19,140.1193447037702,138.74326750448833,153.7572710951526,173.4290843806104,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,19,470.6409473227364,464.56845567849723,543.5204100325739,577.4753606858211,Jul,Ajustado (delta),8
Consumo,Consumo ativo de Ponta,19,480.70912005025997,471.3487554214249,558.1266135705174,573.5480663001454,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,19,549.9376256876982,544.5368152344973,603.4635873510416,680.6712722694183,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,19,1886.575754793285,1862.233924893681,2178.7142701073685,2314.8229278892536,Jul,Ajustado (delta),8
Demanda,Demanda ativa de Ponta,19,1925.2098122018701,1888.042433853236,2233.0269807774075,2294.727174229465,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,20,135.77439673797278,135.39856373429083,150.38159784560142,174.91561938958705,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,20,470.4789969070613,460.2969917397673,584.4773241811852,597.4217330894853,Jul,Ajustado (delta),8
Consumo,Consumo ativo de Ponta,20,470.648194322465,464.01433906189675,553.356790430234,569.3049720955987,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,20,532.8846286577794,531.4095640204157,590.2147875146073,686.5056061423434,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,20,1885.5448540203106,1845.1116580707098,2340.1498223433255,2388.6495156294754,Jul,Ajustado (delta),8
Demanda,Demanda ativa de Ponta,20,1885.0238606678174,1858.663573391505,2213.943239728669,2277.7508401677032,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,21,120.06184767063262,122.76301615798923,144.98052064631952,168.2262118491921,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,21,426.4457272757495,430.8430165204654,463.1021322368437,591.4526954126613,Jul,Ajustado (delta),8
Consumo,Consumo ativo de Ponta,21,438.1329700056725,448.1122858930082,467.0454651149053,480.30583026757444,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,21,471.21623122391884,481.81772610055157,569.0167077763124,660.2511037141801,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,21,1709.347497936381,1727.045748676169,1856.3561318051982,2364.783719295635,Jul,Ajustado (delta),8
Demanda,Demanda ativa de Ponta,21,1754.9933393125566,1794.967127363138,1870.805102449583,1923.9210422047304,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,22,61.19362657091562,59.58527827648115,96.07971274685816,118.17953321364452,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,22,263.342791237773,243.2821849282596,366.6116744567281,481.845571012763,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,22,240.17156936518862,233.85954940641767,377.09143308154466,463.82852999236565,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,22,1055.6152308034307,975.20041061046,1469.5728557785067,1931.4896608492802,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,23,75.24654398563735,82.00718132854577,106.96238779174145,118.6750448833034,Jul,Ajustado (delta),8
Consumo,Consumo ativo Fora de Ponta,23,302.5283726201708,322.14382225875613,393.2095066244613,408.5293989300852,Jul,Ajustado (delta),8
Demanda,Demanda Reativa,23,295.3259533738715,321.85973908451956,419.803618976251,465.7733079500074,Jul,Ajustado (delta),8
Demanda,Demanda ativa Fora de Ponta,23,1212.6926403506,1291.3229238735348,1576.1909112791566,1637.601071242738,Jul,Ajustado (delta),8
Consumo,Consumo Reativo,0,41.67754552449345,39.14542190305206,120.16157989227993,169.21723518850985,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,0,377.01407046671966,368.61990003986233,471.67693671086124,493.44865215976074,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,0,163.57507143620842,153.63745865369646,471.607641822932,664.1406596294635,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,0,1511.2710491619023,1477.6228767475156,1890.7284435617596,1978.0008931146644,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,1,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,1,364.2254835144099,354.5941975544805,459.13030830575593,469.6049579346116,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,1,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,1,1460.0076500866717,1421.400508075073,1840.4349792220473,1882.4228663715123,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,2,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,2,348.96873722863364,338.6558992756375,444.97072411483185,454.1766852006916,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,2,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,2,1398.850802621553,1357.5114527654796,1783.6770073025928,1820.578260831826,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,3,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,3,336.49891624190076,327.6903500597935,429.6954590443887,434.540701721157,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,3,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,3,1348.8654381805113,1313.5557827124792,1722.4457366938784,1741.8680095079949,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,4,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,4,335.5486900778478,327.1803245148705,428.59890412280436,430.8430165204654,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,4,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,4,1345.0564589024725,1311.5113329425722,1718.0501696885785,1727.045748676169,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,5,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,5,335.31341043658875,326.6702989699476,430.0843535223925,431.8630676103114,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,5,0.0,0.0,0.0,0.0,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,5,1344.1133093998644,1309.4668831726653,1724.0046296434325,1731.1346482159831,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,6,38.86522185175686,25.76660682226212,90.68482944344701,132.54937163375223,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,6,333.1245508062943,328.26412879783186,426.35479172514323,430.3329909755425,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,6,152.53725068708414,101.12845379736981,355.91766306772024,520.2270907639758,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,6,1335.3390857066818,1315.8557887036245,1709.0545907009875,1725.0012989062623,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,7,82.29480591840525,81.016157989228,113.37307001795332,137.75224416517054,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,7,334.2732502623252,335.7232523923304,410.1232287579695,444.1036806884628,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,7,322.98869759144367,317.97018316923607,444.96418380324087,540.6472593192138,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,7,1339.9436216897234,1345.7558665885144,1643.9899767736974,1780.201442693751,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,8,104.2545291333442,102.19928186714542,133.74479353680428,178.0125673249551,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,8,378.89575562109457,375.25023212386105,449.03180251628106,539.2234448165979,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,8,409.17586094301555,401.10944085842,524.9188675867863,698.6604683776042,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,8,1518.8139294349915,1504.2007237563066,1799.954873777889,2161.490259963817,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,9,90.48155704259833,89.00628366247756,124.19999999999999,137.25673249551167,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,9,349.86054711460093,339.67595036548346,456.4973014300911,543.9411811071353,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,9,355.1199426821003,349.32972773620895,487.45758217771265,538.7024813615722,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,9,1402.4257974537204,1361.6003523052937,1829.8805072849025,2180.401420335457,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,10,156.16017496164923,165.62477558348294,178.50807899461398,189.6760698254363,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,10,491.25351380590195,537.6296149887136,563.9915603419198,568.4224072634381,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,10,613.5608916168395,650.041019436561,700.6052463352459,759.2555430280573,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,10,1969.202002875948,2155.101354432858,2260.7738519149257,2278.5350092909925,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,11,163.97211790012477,174.17235188509875,192.29162992518687,197.09428428927666,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,11,528.0204877130674,561.0270368620551,589.0650803419319,594.6967376283264,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,11,649.093792055883,683.5884392058808,769.7247065527594,788.9489358631761,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,11,2116.1012937294663,2248.8904876273414,2355.2374007620992,2377.754260781418,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,12,172.58206667075262,177.02154398563732,194.25489875311706,197.6058852867829,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,12,550.1391774993975,575.3077521198984,599.8936932578221,609.8788551976394,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,12,683.639877622071,694.7709124623207,777.5831255233281,790.9968296181036,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,12,2202.6111195128096,2306.134016367149,2398.533068241642,2438.4563949348812,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,13,172.1249019960997,174.42010771992818,192.79683591022427,196.0710822942642,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,13,568.0599476848446,588.4681765742495,610.2227236724999,618.4431266469953,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,13,679.7899281173554,684.5608281847017,771.7466283217847,784.8531483533209,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,13,2273.944469111368,2352.850821128715,2439.8312723323743,2472.698624457348,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,14,176.71145207384203,175.41113105924595,195.55948129675795,197.09428428927666,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,14,579.7214579901297,577.4753606858211,610.067009646148,617.9240798924889,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,14,699.0662448750215,688.4503840999851,782.8052545983934,788.9489358631761,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,14,2320.8211583862408,2314.8229278892536,2439.208686341057,2470.623337819623,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,15,175.65249309913207,175.6588868940754,192.79683591022427,201.44289276807964,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,15,572.7570150641235,569.9524838982071,601.7038688141632,604.4288642753219,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,15,695.7415125186333,689.4227730788059,771.7466283217847,806.3560327800602,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,15,2293.7994038123006,2284.668358600714,2405.770630390709,2416.6658852387664,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,16,175.81403435755308,175.90664272890484,197.99598104738138,204.00089775561082,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,16,567.7711798348081,567.0835902080154,603.8319605076396,613.1228974133045,Ago,Ajustado (delta),9
Demanda,Demanda Reativa,16,696.0806842366537,690.3951620576269,792.5583486062359,816.5955015546979,Ago,Ajustado (delta),9
Demanda,Demanda ativa Fora de Ponta,16,2274.3903095767832,2273.168328644987,2414.2793056053824,2451.4269364206643,Ago,Ajustado (delta),9
Consumo,Consumo Reativo,17,143.75806877139033,140.8491921005386,163.44452423698382,186.99016458852853,Ago,Ajustado (delta),9
Consumo,Consumo ativo Fora de Ponta,17,502.8001992018033,494.02243089779904,590.0837095976508,605.9860045388413,Ago,Ajustado (delta),9
