Medicao,Dia,Consumo_kWh,Mes,Tipo,MesOrdem
Consumo ativo Fora de Ponta,2025-05-09,40243.54280257156,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-09,6078.775865831908,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-10,41880.14594451747,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-11,42850.24966553607,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-12,34490.64748393123,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-12,5409.800600448524,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-13,35242.31472291739,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-13,5536.108337047125,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-14,34459.281975471684,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-14,5963.190968953521,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-15,35575.1639268466,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-15,5594.394229886561,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-16,36113.09152808509,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-16,6237.025065204926,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-17,42583.282255015256,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-18,39782.1405800348,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-19,35314.69894760251,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-19,5441.994144823091,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-20,34481.93218610556,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-20,5453.936911284623,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-21,34909.322129898086,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-21,5449.912718237802,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-22,35247.901630820306,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-22,5542.988409030399,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-23,36163.994203676,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-23,6503.998267403196,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-24,42729.51506523718,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-25,39545.58437741519,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-26,34886.90555803664,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-26,5444.979836438474,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-27,35294.222590005396,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-27,5521.179878970209,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-28,35070.21753343123,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-28,5622.563581214306,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-29,36015.662482464024,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-29,5885.294512332963,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-30,35921.04466915979,Mai,Ajustado (delta),6
Consumo ativo de Ponta,2025-05-30,6088.945147502715,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-05-31,42119.29279062358,Mai,Ajustado (delta),6
Consumo ativo Fora de Ponta,2025-06-01,38848.94052306858,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-02,35274.52674250862,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-02,5469.384620077258,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-03,34032.520225863824,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-03,5965.138159137467,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-04,33492.33177086912,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-04,5541.171031525383,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-05,33684.59161572181,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-05,6010.187380956805,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-06,33623.95974739706,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-06,6190.235769628928,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-07,43733.92079930952,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-08,40172.1008774752,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-09,35740.30157240226,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-09,5482.625513328087,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-10,36172.65063785631,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-10,5893.382484162409,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-11,35773.8585356212,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-11,5700.710813929987,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-12,39341.737343641325,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-12,6830.342842807843,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-13,36426.003532552306,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-13,5726.6733497159275,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-14,41135.82889609533,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-15,37647.565349979595,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-16,34529.96625136216,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-16,5435.763136234465,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-17,34455.288924541346,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-17,5714.210250766352,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-18,35275.53745101873,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-18,5656.444690414959,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-19,39089.668953568624,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-20,35560.93779524561,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-20,5043.600114960158,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-21,40798.86829686314,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-22,37027.50179373949,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-23,33422.90900563498,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-23,5460.816983267898,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-24,34446.23377196156,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-24,6020.957611077239,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-25,33416.708816878956,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-25,5550.517544408322,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-26,35374.345879137974,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-26,5638.53054072266,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-27,35731.03962790971,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-27,5244.550141943338,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-28,41836.81465147956,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-29,38844.02222548891,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-06-30,35719.0782044657,Jun,Ajustado (delta),7
Consumo ativo de Ponta,2025-06-30,5538.9642159835785,Jun,Ajustado (delta),7
Consumo ativo Fora de Ponta,2025-07-01,35441.83919342291,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-01,5631.159254334797,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-02,37017.71753551994,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-02,5676.955093685852,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-03,35876.14524790477,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-03,5648.7455803762,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-04,36043.783875657005,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-04,5656.72796281252,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-05,40993.37411552369,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-06,37162.27604398539,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-07,33952.82554680995,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-07,5553.892674060494,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-08,35978.29313478933,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-08,5024.258025799632,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-09,9573.403676933383,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-10,18914.50456838211,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-10,5569.600008210989,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-11,36490.06730823068,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-11,5679.161909227657,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-12,42098.60881601015,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-13,37290.41996214729,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-14,33707.63076608823,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-14,5456.9226029000065,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-15,34357.067421995205,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-15,6033.83271333098,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-16,35472.17751300056,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-16,5550.647357087251,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-17,34158.08581606817,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-17,5553.892674060494,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-18,35650.184023167116,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-18,6131.394455730955,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-19,40962.082363708025,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-20,38349.43089913976,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-21,34810.74433505184,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-21,5696.037557488518,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-22,35738.8219777629,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-22,5729.6590413313115,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-23,36106.97928665905,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-23,5714.886237608741,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-24,36436.81160728315,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-24,6578.752072549,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-25,33258.49158108764,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-25,4192.809980799538,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-26,35277.62238094844,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-27,38041.178626827124,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-28,35277.87297507306,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-28,5572.715512505301,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-29,35400.87735639573,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-29,6048.703696959791,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-30,36710.58299424416,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-30,5670.853897776156,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-07-31,35308.09859972615,Jul,Ajustado (delta),8
Consumo ativo de Ponta,2025-07-31,5994.086386538791,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-08-01,386.725806884628,Jul,Ajustado (delta),8
Consumo ativo Fora de Ponta,2025-08-01,35363.14329453184,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-01,6572.063361624793,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-02,44500.52252178395,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-03,20266.83088839015,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-13,24684.23543804581,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-13,5492.491276926745,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-14,36091.59564964542,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-14,5739.204127404443,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-15,35636.727911612965,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-15,6230.434618934714,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-16,41616.274411292274,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-17,39144.724433225565,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-18,35240.001453256096,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-18,5025.55615258893,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-19,35352.33556617202,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-19,5447.186651980279,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-20,34846.81209131608,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-20,5594.264417207632,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-21,37784.64820208503,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-21,5598.548235612312,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-22,36739.91752919034,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-22,5529.529586045475,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-23,42399.154629314944,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-24,37532.299576827005,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-25,35344.22969079842,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-25,5486.779519053838,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-26,35332.31713944037,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-26,5503.26572927791,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-27,35734.3764371546,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-27,5567.6528180270425,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-28,33198.95980998133,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-28,5998.240392264541,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-29,36365.83279327966,Ago,Ajustado (delta),9
Consumo ativo de Ponta,2025-08-29,6084.497046758845,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-30,41735.29914258705,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-08-31,39816.41751802402,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-09-01,367.0898234050934,Ago,Ajustado (delta),9
Consumo ativo Fora de Ponta,2025-09-01,35405.506867690034,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-01,5535.329460973547,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-02,35919.484048032944,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-02,5516.117184491951,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-03,35420.296545939585,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-03,5480.808135823072,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-04,35762.01366103798,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-04,5598.028984896593,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-05,35443.37413929413,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-05,5836.105438053667,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-06,42892.34404851146,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-07,30849.069676169474,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-08,42185.92817009952,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-08,5536.108337047125,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-09,35244.59274571362,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-09,5371.635672843192,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-10,36299.455204107,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-10,5632.299532134034,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-11,36444.04744609266,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-11,5599.716549722679,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-12,30137.74255093223,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-12,6012.336505486737,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-13,42538.517011315256,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-14,36679.48772954448,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-15,39425.144631061026,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-15,5493.6595910371125,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-16,41830.78262912158,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-16,5576.090642157474,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-17,28329.11037262884,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-17,7193.617878274104,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-18,33747.03034421384,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-18,5480.937948502002,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-19,33316.234634845474,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-19,9735.399236989646,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-20,48963.88523237367,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-21,40775.42982337207,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-22,36062.16369422515,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-22,5737.058364030304,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-23,35721.34018638359,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-23,6136.231269966815,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-24,36862.64772442854,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-24,5200.803269144028,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-25,35897.42544321503,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-25,5699.282874461761,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-26,36837.32496792845,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-26,5882.526021192749,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-27,46261.51959874218,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-28,41519.068916581185,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-29,36118.45146170236,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-29,5771.977974662394,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-09-30,38573.03058395878,Set,Ajustado (delta),10
Consumo ativo de Ponta,2025-09-30,5551.0816732898365,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-10-01,381.3705386629367,Set,Ajustado (delta),10
Consumo ativo Fora de Ponta,2025-10-01,37536.75095979121,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-01,5928.532065451615,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-02,41513.20463168252,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-02,6226.192538237423,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-03,43523.810607705,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-03,5731.99675132437,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-04,48354.0910155821,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-05,42618.962217471766,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-06,38608.971129490084,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-06,6029.266704301064,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-07,38453.80022718955,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-07,6148.175118200672,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-08,37612.63922568456,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-08,5628.016795501679,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-09,43181.4446411516,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-09,6229.308042531736,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-10,38084.2566793957,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-10,8588.008038642947,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-11,48747.61027674192,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-12,45824.51317338881,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-13,37831.68862530326,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-13,6116.890262578613,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-14,38895.737052877754,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-14,5402.012921485067,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-15,37156.039919145485,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-15,5904.77634520748,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-16,41712.99065664604,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-16,6068.080695301045,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-17,39763.272031268294,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-17,6660.355034010742,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-18,49736.852917820106,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-19,47101.19541498254,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-20,39263.975496312145,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-20,5994.217280990045,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-21,39497.18573928139,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-21,5763.669963210893,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-22,39652.79934893528,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-22,5913.473794695769,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-23,37133.2173385634,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-23,5877.775307990101,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-24,42377.20627817934,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-24,6136.751602454858,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-25,44595.64989763607,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-26,40682.59986143,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-27,30326.03283430945,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-27,4628.328273291716,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-28,36068.24943059083,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-28,6101.182928428119,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-29,40504.035234455805,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-29,6140.516170143819,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-30,42022.61819664845,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-30,6312.517969725674,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-10-31,40355.90485219745,Out,Ajustado (delta),11
Consumo ativo de Ponta,2025-10-31,9066.746115790409,Out,Ajustado (delta),11
Consumo ativo Fora de Ponta,2025-11-01,198.27243058880694,Out,Ajustado (delta),11
