Dia,Consumo_kWh,Demanda_Max_kW,N_leituras,Mes,Tipo,MesOrdem
2025-09-17,7193.617878274104,673.0413097170996,12,Set,Ajustado (delta),10
2025-09-18,5480.937948502002,493.2870981605447,12,Set,Ajustado (delta),10
2025-09-19,9735.399236989646,821.69592046949,12,Set,Ajustado (delta),10
2025-09-22,5737.058364030304,491.0802826187397,12,Set,Ajustado (delta),10
2025-09-23,6136.231269966815,487.83496564549716,13,Set,Ajustado (delta),10
2025-09-24,5200.803269144028,484.5896486722546,11,Set,Ajustado (delta),10
2025-09-25,5699.282874461761,487.83496564549716,12,Set,Ajustado (delta),10
2025-09-26,5882.526021192749,569.3049720955987,12,Set,Ajustado (delta),10
2025-09-29,5771.977974662394,497.5709165652249,12,Set,Ajustado (delta),10
2025-09-30,5551.0816732898365,574.2796342664465,11,Set,Ajustado (delta),10
2025-10-01,5928.532065451615,512.759,12,Out,Ajustado (delta),11
2025-10-02,6226.192538237423,534.3079047023306,12,Out,Ajustado (delta),11
2025-10-03,5731.99675132437,528.9855848662129,11,Out,Ajustado (delta),11
2025-10-06,6029.266704301064,512.759,12,Out,Ajustado (delta),11
2025-10-07,6148.175118200672,536.5147202441356,12,Out,Ajustado (delta),11
2025-10-08,5628.016795501679,526.7787693244079,11,Out,Ajustado (delta),11
2025-10-09,6229.308042531736,541.9668527591831,12,Out,Ajustado (delta),11
2025-10-10,8588.008038642947,732.737255767272,12,Out,Ajustado (delta),11
2025-10-13,6116.890262578613,520.2881353779228,12,Out,Ajustado (delta),11
2025-10-14,5402.012921485067,510.5521844581951,11,Out,Ajustado (delta),11
2025-10-15,5904.77634520748,511.5906858896327,12,Out,Ajustado (delta),11
2025-10-16,6068.080695301045,513.7975014314377,12,Out,Ajustado (delta),11
2025-10-17,6660.355034010742,616.8568899051725,12,Out,Ajustado (delta),11
2025-10-20,5994.217280990045,510.03293374247625,12,Out,Ajustado (delta),11
2025-10-21,5763.669963210893,495.88335173913873,12,Out,Ajustado (delta),11
2025-10-22,5913.473794695769,510.8118098160545,12,Out,Ajustado (delta),11
2025-10-23,5877.775307990101,498.7392306755921,12,Out,Ajustado (delta),11
2025-10-24,6136.751602454858,525.4806425351109,12,Out,Ajustado (delta),11
2025-10-27,4628.328273291716,390.7350818060798,12,Out,Ajustado (delta),11
2025-10-28,6101.182928428119,527.6874580769157,12,Out,Ajustado (delta),11
2025-10-29,6140.516170143819,539.5004118595187,12,Out,Ajustado (delta),11
2025-10-30,6312.517969725674,535.6060314916277,12,Out,Ajustado (delta),11
2025-10-31,9066.746115790409,773.2661211003549,12,Out,Ajustado (delta),11
