dia,mes,tipo,dow,has_ponta,has_overflow,cons_hp_total,cons_hp_residual,cons_fp_total,cons_fp_net,dem_hp_max,dem_fp_max,dem_hp_resid,solar_saving,bess_charge_kwh,bess_dead
2025-08-22,Ago,Ajustado,Friday,True,True,5747.38,277.24,36258.24,32664.46,1953.41,2416.78,97.67,9007.94,5414.15,False
2025-08-23,Ago,Ajustado,Saturday,False,False,0.00,0.00,42631.02,40589.33,0.00,2474.94,0.00,7511.83,5470.14,False
2025-08-24,Ago,Ajustado,Sunday,False,False,0.00,0.00,37613.33,27291.42,0.00,2287.19,0.00,10321.91,0.00,False
2025-08-25,Ago,Ajustado,Monday,True,True,5626.72,271.42,35192.07,24711.75,1918.39,2386.14,95.92,10480.32,0.00,False
2025-08-26,Ago,Ajustado,Tuesday,True,True,5570.11,268.69,35241.57,30490.06,1885.98,2297.88,94.30,10106.82,5355.31,False
2025-08-27,Ago,Ajustado,Wednesday,True,True,5539.07,267.19,35733.31,31338.66,1888.07,2384.07,94.40,9696.08,5301.43,False
2025-08-28,Ago,Ajustado,Thursday,True,True,5708.77,275.37,33473.48,28021.97,1936.16,2401.72,96.81,10723.39,5271.88,False
2025-08-29,Ago,Ajustado,Friday,True,True,5837.38,281.58,36281.40,31112.03,1973.28,2397.05,98.66,10602.77,5433.40,False
2025-08-30,Ago,Ajustado,Saturday,False,False,0.00,0.00,42176.82,38411.48,0.00,2472.86,0.00,9321.14,5555.80,False
2025-08-31,Ago,Ajustado,Sunday,False,False,0.00,0.00,40243.36,32793.68,0.00,2453.65,0.00,7449.68,0.00,False
2025-09-01,Ago,Ajustado,Monday,True,True,5656.72,272.86,35628.12,25729.14,1934.07,2382.93,96.70,9898.98,0.00,False
2025-09-02,Set,Ajustado,Tuesday,True,True,5610.94,270.66,35800.64,30517.42,1894.87,2314.69,94.74,10667.07,5383.86,False
2025-09-03,Set,Ajustado,Wednesday,True,True,5620.33,271.11,35258.38,30991.32,1949.23,2376.31,97.46,9607.34,5340.28,False
2025-09-04,Set,Ajustado,Thursday,True,True,5731.99,276.49,35605.58,31941.12,1940.34,2304.50,97.02,9013.69,5349.22,False
2025-09-05,Set,Ajustado,Friday,True,True,5930.12,286.05,35327.51,33073.42,2025.55,2391.08,101.28,7709.58,5455.49,False
2025-09-06,Set,Ajustado,Saturday,False,False,0.00,0.00,43012.86,37740.07,0.00,2479.62,0.00,10916.86,5644.07,False
2025-09-07,Set,Ajustado,Sunday,False,False,0.00,0.00,30958.86,22023.95,0.00,2804.17,0.00,8934.91,0.00,False
2025-09-08,Set,Ajustado,Monday,True,True,5780.77,278.85,41927.44,32173.88,1986.34,3184.81,99.32,9753.56,0.00,False
2025-09-09,Set,Ajustado,Tuesday,True,True,5548.59,267.65,35045.88,31981.15,1925.19,2346.77,96.26,8566.65,5501.92,False
2025-09-10,Set,Ajustado,Wednesday,True,True,5804.12,279.97,36105.45,35399.60,1973.28,2406.36,98.66,5986.79,5280.94,False
2025-09-11,Set,Ajustado,Thursday,True,True,5633.25,271.73,36384.66,33211.14,1942.44,2393.63,97.12,8697.67,5524.15,False
2025-09-12,Set,Ajustado,Friday,True,True,5980.08,288.46,30108.83,24312.19,2016.66,2890.37,100.83,11158.16,5361.51,False
2025-09-13,Set,Ajustado,Saturday,False,False,0.00,0.00,43716.79,37009.84,0.00,3308.85,0.00,11095.58,5691.62,False
2025-09-14,Set,Ajustado,Sunday,False,False,0.00,0.00,37750.03,35591.43,0.00,3304.10,0.00,2020.10,1302.99,False
2025-09-15,Set,Ajustado,Monday,True,True,5603.90,270.32,39286.05,29638.55,1916.30,2334.04,95.81,11088.99,1441.49,False
2025-09-16,Set,Ajustado,Tuesday,True,True,5586.55,269.48,41818.61,36822.30,1903.23,2834.29,95.16,10329.89,5333.58,False
2025-09-17,Set,Ajustado,Wednesday,True,True,6478.48,374.94,28462.53,22379.43,2726.26,2799.50,383.86,11400.17,5317.07,False
2025-09-18,Set,Ajustado,Thursday,True,True,5790.03,279.29,33456.27,28513.52,1986.34,2856.10,99.32,11046.29,6103.54,False
2025-09-19,Set,Ajustado,Friday,True,True,9800.58,3600.58,33350.58,27347.92,3328.40,2942.30,1261.74,11513.40,5510.74,True
2025-09-20,Set,Ajustado,Saturday,False,False,0.00,0.00,49073.08,44487.99,0.00,2955.29,0.00,10767.58,6200.00,False
2025-09-21,Set,Ajustado,Sunday,False,False,0.00,0.00,40858.89,31176.75,0.00,2359.50,0.00,9699.66,17.51,False
2025-09-22,Set,Ajustado,Monday,True,True,5871.43,283.22,35905.55,25687.99,1977.46,2406.36,98.87,10217.55,0.00,False
2025-09-23,Set,Ajustado,Tuesday,True,True,5881.21,283.69,35958.90,29892.29,2042.80,2461.96,102.14,11654.82,5588.21,False
2025-09-24,Set,Ajustado,Wednesday,True,True,5767.21,278.19,36280.64,33731.20,1964.39,2389.04,98.22,8146.95,5597.52,False
2025-09-25,Set,Ajustado,Thursday,True,True,5876.77,283.48,35710.48,32142.31,2029.73,2457.81,101.49,9057.19,5489.01,False
2025-09-26,Set,Ajustado,Friday,True,True,5936.78,286.37,36725.26,31730.33,2033.91,2557.51,101.70,10588.23,5593.30,False
2025-09-27,Set,Ajustado,Saturday,False,False,0.00,0.00,46378.01,41297.37,0.00,2483.77,0.00,10731.04,5650.40,False
2025-09-28,Set,Ajustado,Sunday,False,False,0.00,0.00,41617.20,30547.70,0.00,2509.73,0.00,11069.50,0.00,False
2025-09-29,Set,Ajustado,Monday,True,True,5883.43,283.80,35997.04,24709.74,2012.48,2479.62,100.62,11287.30,0.00,False
2025-09-30,Set,Ajustado,Tuesday,True,True,6032.39,290.98,37978.98,31686.17,2051.68,2526.87,102.58,11892.44,5599.63,False
2025-10-01,Set,Ajustado,Wednesday,True,True,6115.87,295.01,37713.53,33318.27,2073.12,2726.28,103.66,10136.66,5741.40,False
2025-10-02,Out,Ajustado,Thursday,True,True,6298.48,303.82,41424.78,35472.70,2151.52,2643.71,107.58,11772.94,5820.86,False
2025-10-03,Out,Ajustado,Friday,True,True,6373.62,307.44,42886.63,37510.20,2177.66,2687.33,108.88,11371.09,5994.66,False
2025-10-04,Out,Ajustado,Saturday,False,False,0.00,0.00,48410.48,42872.44,0.00,2643.71,0.00,11604.22,6066.17,False
2025-10-05,Out,Ajustado,Sunday,False,False,0.00,0.00,42709.01,33899.81,0.00,2565.82,0.00,8809.20,0.00,False
2025-10-06,Out,Ajustado,Monday,True,True,6151.87,296.75,38465.88,32723.50,2095.07,2609.44,104.75,5742.38,0.00,False
2025-10-07,Out,Ajustado,Tuesday,True,True,6323.53,305.03,38236.72,34015.55,2160.41,2578.80,108.02,10076.29,5855.12,False
2025-10-08,Out,Ajustado,Wednesday,True,True,6249.57,301.46,36977.72,36554.07,2121.21,2495.48,106.06,6442.15,6018.50,False
2025-10-09,Out,Ajustado,Thursday,True,True,6412.62,309.33,42992.74,40336.09,2182.37,3054.99,109.12,8604.76,5948.11,False
2025-10-10,Out,Ajustado,Friday,True,True,8279.52,2079.52,38256.58,34144.41,2968.06,2652.54,879.08,10215.46,6103.29,True
2025-10-11,Out,Ajustado,Saturday,False,False,0.00,0.00,49306.73,45051.23,0.00,2704.47,0.00,10455.51,6200.00,False
2025-10-12,Out,Ajustado,Sunday,False,False,0.00,0.00,45922.64,34720.43,0.00,2639.56,0.00,11202.21,0.00,False
2025-10-13,Out,Ajustado,Monday,True,True,6241.09,301.05,37670.75,26755.37,2130.09,2591.78,106.50,10915.38,0.00,False
2025-10-14,Out,Ajustado,Tuesday,True,True,6112.61,294.85,38170.97,32717.60,2077.82,2465.43,103.89,11393.41,5940.04,False
2025-10-15,Out,Ajustado,Wednesday,True,True,6013.74,290.08,37023.43,32370.86,2060.05,2461.36,103.00,10470.31,5817.75,False
2025-10-16,Out,Ajustado,Thursday,True,True,6120.30,295.23,41629.90,36443.72,2068.93,2482.75,103.45,10909.83,5723.65,False
2025-10-17,Out,Ajustado,Friday,True,True,6688.60,502.55,39667.94,34404.79,2543.12,2682.66,473.60,11088.23,5825.08,False
2025-10-18,Out,Ajustado,Saturday,False,False,0.00,0.00,50445.40,45747.39,0.00,2708.62,0.00,10884.06,6186.05,False
2025-10-19,Out,Ajustado,Sunday,False,False,0.00,0.00,44563.16,33838.71,0.00,2663.45,0.00,10724.46,0.00,False
2025-10-20,Out,Ajustado,Monday,True,True,6053.91,292.02,39176.80,28944.50,2056.39,2478.17,102.82,10232.30,0.00,False
2025-10-21,Out,Ajustado,Tuesday,True,True,5898.43,284.52,39335.32,36318.69,1996.80,2396.17,99.84,8778.51,5761.89,False
2025-10-22,Out,Ajustado,Wednesday,True,True,6078.95,293.23,39459.06,41116.77,2056.91,2602.17,102.85,3956.20,5613.90,False
2025-10-23,Out,Ajustado,Thursday,True,True,5949.56,286.99,37036.80,32315.48,2075.21,2459.83,103.76,10507.04,5785.72,False
2025-10-24,Out,Ajustado,Friday,True,True,6231.96,303.09,42250.30,36032.58,2188.64,2631.25,119.36,11880.29,5662.57,False
2025-10-25,Out,Ajustado,Saturday,False,False,0.00,0.00,44694.40,39180.35,0.00,2647.35,0.00,11442.92,5928.86,False
2025-10-26,Out,Ajustado,Sunday,False,False,0.00,0.00,40769.48,29258.89,0.00,2439.97,0.00,11510.59,0.00,False
2025-10-27,Out,Ajustado,Monday,True,True,4783.31,230.73,30152.43,19360.27,1678.98,2034.07,83.95,10792.16,0.00,False
2025-10-28,Out,Ajustado,Tuesday,True,True,6254.66,301.71,35890.15,34413.08,2159.89,2616.71,107.99,6029.65,4552.58,False
2025-10-29,Out,Ajustado,Wednesday,True,True,6354.18,307.66,40226.66,38716.44,2180.27,2643.19,113.61,7463.16,5952.95,False
2025-10-30,Out,Ajustado,Thursday,True,True,6433.88,316.87,41878.14,37599.95,2193.34,2632.81,126.68,10324.71,6046.52,False
2025-10-31,Out,Ajustado,Friday,True,True,9180.97,2980.97,40325.44,38088.39,3132.23,2700.31,1065.57,8354.06,6117.01,True
2025-11-01,Nov,Real,Saturday,False,False,0.00,0.00,45002.17,45450.80,0.00,2430.24,0.00,5751.37,6200.00,False
2025-11-02,Nov,Real,Sunday,False,False,0.00,0.00,44826.51,35428.73,0.00,2461.91,0.00,9397.78,0.00,False
2025-11-03,Nov,Real,Monday,True,True,5955.47,297.77,35171.57,25068.51,2012.64,2478.72,100.63,10103.06,0.00,False
2025-11-04,Nov,Real,Tuesday,True,True,5900.27,295.01,37269.52,31749.00,2000.64,2483.03,100.03,11178.22,5657.69,False
2025-11-05,Nov,Real,Wednesday,True,True,5912.51,295.63,40747.24,35869.73,1999.68,2440.32,99.98,10482.77,5605.25,False
2025-11-06,Nov,Real,Thursday,True,True,5972.87,298.64,40130.44,36606.89,2023.20,2441.28,101.16,9140.43,5616.88,False
2025-11-07,Nov,Real,Friday,True,True,6021.47,301.07,38562.52,32426.96,2042.40,2506.55,102.12,11809.78,5674.22,False
2025-11-08,Nov,Real,Saturday,False,False,0.00,0.00,44532.75,39180.03,0.00,2506.55,0.00,11073.11,5720.39,False
2025-11-09,Nov,Real,Sunday,False,False,0.00,0.00,42240.27,36892.98,0.00,2437.43,0.00,5347.29,0.00,False
2025-11-10,Nov,Real,Monday,True,True,5700.83,285.04,36005.68,28758.34,1978.56,2471.99,98.93,7247.33,0.00,False
2025-11-11,Nov,Real,Tuesday,True,True,5653.43,282.67,36016.36,38563.87,1947.84,2386.55,97.39,2868.27,5415.79,False
2025-11-12,Nov,Real,Wednesday,True,True,5897.39,294.87,35359.48,34654.25,2018.88,2417.28,100.94,6075.99,5370.76,False
2025-11-13,Nov,Real,Thursday,True,True,5800.07,290.00,36299.20,32863.83,1988.64,2375.99,99.43,9037.89,5602.52,False
2025-11-14,Nov,Real,Friday,True,True,6592.55,392.55,37497.28,30712.08,2527.20,2486.88,202.39,12295.26,5510.06,True
2025-11-15,Nov,Real,Saturday,False,False,0.00,0.00,43821.27,38854.20,0.00,2512.80,0.00,11167.07,6200.00,False
2025-11-16,Nov,Real,Sunday,False,False,0.00,0.00,38835.17,28400.38,0.00,2533.43,0.00,10434.79,0.00,False
2025-11-17,Nov,Real,Monday,True,True,6080.75,304.04,40776.64,29906.90,2072.64,2481.59,103.63,10869.74,0.00,False
2025-11-18,Nov,Real,Tuesday,True,True,6135.83,306.79,38628.88,38819.97,2107.20,2507.03,105.36,5585.62,5776.71,False
2025-11-19,Nov,Real,Wednesday,True,True,6842.27,642.27,38047.73,34986.83,2526.72,2829.11,343.45,8889.93,5829.04,True
2025-11-20,Nov,Real,Thursday,True,True,8124.70,1924.70,38889.64,40050.00,2902.07,2491.20,829.97,5039.64,6200.00,True
2025-11-21,Nov,Real,Friday,True,True,6333.95,416.29,37941.41,33423.07,2395.20,2508.95,328.53,10718.34,6200.00,False
2025-11-22,Nov,Real,Saturday,False,False,0.00,0.00,45997.35,45614.53,0.00,2507.03,0.00,6300.48,5917.65,False
2025-11-23,Nov,Real,Sunday,False,False,0.00,0.00,36415.01,27772.00,0.00,2421.11,0.00,8643.01,0.00,False
2025-11-24,Nov,Real,Monday,True,True,5963.51,298.18,36729.16,28151.78,2029.92,2472.95,101.50,8577.37,0.00,False
2025-11-25,Nov,Real,Tuesday,True,True,5929.91,296.50,40988.56,35203.88,1991.04,2517.59,99.55,11450.01,5665.33,False
2025-11-26,Nov,Real,Wednesday,True,True,6171.11,308.56,37677.28,31254.10,2102.40,2502.24,105.12,12056.59,5633.41,False
2025-11-27,Nov,Real,Thursday,True,True,6276.11,313.81,42065.92,41747.21,2165.76,2576.16,108.29,6181.26,5862.55,False
2025-11-28,Nov,Real,Friday,True,True,6271.19,313.56,41139.88,38183.61,2121.12,2549.28,106.06,8918.57,5962.30,False
2025-11-29,Nov,Real,Saturday,False,False,0.00,0.00,48784.35,44045.19,0.00,2559.84,0.00,10696.78,5957.63,False
2025-11-30,Nov,Real,Sunday,False,False,0.00,0.00,41836.83,30492.67,0.00,2508.47,0.00,11344.15,0.00,False
2025-12-01,Nov,Real,Monday,True,True,6040.07,302.00,37342.84,31591.47,2051.04,2442.24,102.55,5751.37,0.00,False
2025-12-02,Dez,Real,Tuesday,True,True,5815.07,290.75,36392.32,33976.78,1982.40,2412.47,99.12,8153.60,5738.06,False
2025-12-03,Dez,Real,Wednesday,True,True,6014.39,300.72,40001.44,34237.26,2047.20,2462.88,102.36,11288.50,5524.31,False
2025-12-04,Dez,Real,Thursday,True,True,6192.35,309.62,37534.60,32605.24,2127.36,2556.95,106.37,10643.03,5713.67,False
2025-12-05,Dez,Real,Friday,True,True,6439.55,321.98,41005.60,35948.51,2186.39,2635.20,109.32,10939.81,5882.73,False
2025-12-06,Dez,Real,Saturday,False,False,0.00,0.00,45421.95,41046.30,0.00,2619.84,0.00,10493.22,6117.57,False
2025-12-07,Dez,Real,Sunday,False,False,0.00,0.00,45196.59,37069.68,0.00,2529.59,0.00,8126.91,0.00,False
2025-12-08,Dez,Real,Monday,True,True,6177.59,308.88,37361.20,32520.51,2082.72,2500.80,104.14,4840.69,0.00,False
2025-12-09,Dez,Real,Tuesday,True,True,6244.55,312.23,40467.88,36066.30,2105.76,2511.84,105.29,10270.28,5868.71,False
2025-12-10,Dez,Real,Wednesday,True,True,6195.23,309.76,37336.72,31862.86,2130.72,2507.99,106.54,11406.18,5932.32,False
2025-12-11,Dez,Real,Thursday,True,True,6037.79,301.89,39886.72,36733.81,2070.72,2509.91,103.54,9038.37,5885.47,False
2025-12-12,Dez,Real,Friday,True,True,6364.91,318.25,38754.04,35047.37,2179.68,2527.68,108.98,9442.56,5735.90,False
2025-12-13,Dez,Real,Saturday,False,False,0.00,0.00,48042.38,48231.10,0.00,2552.64,0.00,5857.95,6046.66,False
2025-12-14,Dez,Real,Sunday,False,False,0.00,0.00,47052.28,40110.50,0.00,2889.59,0.00,6788.45,0.00,False
2025-12-15,Dez,Real,Monday,True,True,6176.27,308.81,41131.60,34801.47,2094.72,2539.68,104.74,6483.45,153.33,False
2025-12-16,Dez,Real,Tuesday,True,True,6125.63,306.28,43747.24,39417.72,2116.80,2907.83,105.84,10196.97,5867.45,False
2025-12-17,Dez,Real,Wednesday,True,True,6208.19,310.41,40241.68,41321.82,2106.72,2509.91,105.34,4739.20,5819.35,False
2025-12-18,Dez,Real,Thursday,True,True,7448.99,1248.99,36553.12,32294.23,2519.99,2518.55,453.33,10156.67,5897.78,True
2025-12-19,Dez,Real,Friday,True,True,6500.27,326.78,41911.12,39127.93,2223.84,2570.88,116.08,8983.19,6200.00,False
2025-12-20,Dez,Real,Saturday,False,False,0.00,0.00,51304.94,47541.39,0.00,2592.95,0.00,9937.04,6173.49,False
2025-12-21,Dez,Real,Sunday,False,False,0.00,0.00,48159.75,37402.93,0.00,2498.88,0.00,10756.81,0.00,False
2025-12-22,Dez,Real,Monday,True,True,5900.03,295.00,37366.48,29420.92,1998.72,2436.95,99.94,7945.55,0.00,False
2025-12-23,Dez,Real,Tuesday,True,True,6177.95,308.90,40756.60,36875.07,2105.76,2465.76,105.29,9486.56,5605.03,False
2025-12-24,Dez,Real,Wednesday,True,True,3839.03,191.95,33554.69,34740.88,1700.64,2390.88,85.03,4682.86,5869.05,False
2025-12-25,Dez,Real,Thursday,True,True,3936.59,196.83,24839.68,23501.16,1354.56,1352.64,67.73,4985.60,3647.08,False
2025-12-26,Dez,Real,Friday,True,True,5990.27,299.51,34499.68,28290.67,2068.80,2449.91,103.44,9948.77,3739.76,False
2025-12-27,Dez,Real,Saturday,False,False,0.00,0.00,42020.32,38687.09,0.00,2517.59,0.00,9023.98,5690.75,False
2025-12-28,Dez,Real,Sunday,False,False,0.00,0.00,42942.75,35521.04,0.00,2387.99,0.00,7421.71,0.00,False
2025-12-29,Dez,Real,Monday,True,True,6463.07,323.15,32026.85,28541.21,2201.76,2100.00,110.09,3485.64,0.00,False
2025-12-30,Dez,Real,Tuesday,True,True,7639.91,1558.67,33558.77,34875.42,2995.67,3191.99,968.60,4704.50,6021.15,True
2025-12-31,Dez,Real,Wednesday,True,True,3939.11,196.96,36633.17,32071.19,0.00,1712.64,85.20,10761.98,6200.00,False
2026-01-01,Dez,Real,Thursday,False,False,0.00,0.00,342.00,342.00,0.00,1790.88,0.00,0.00,0.00,False
2026-01-02,Jan,Real,Friday,False,False,0.00,0.00,0.00,0.00,0.00,2478.72,0.00,0.00,0.00,False
2026-01-03,Jan,Real,Saturday,False,False,0.00,0.00,2520.23,2520.23,0.00,1894.56,0.00,0.00,0.00,False
2026-01-04,Jan,Real,Sunday,False,False,0.00,0.00,39061.71,32638.27,0.00,2420.64,0.00,10165.59,3742.16,False
2026-01-05,Jan,Real,Monday,True,True,6226.79,424.16,36872.80,28907.43,2425.91,2417.76,359.25,7965.37,0.00,False
2026-01-06,Jan,Real,Tuesday,True,True,6442.79,533.07,35112.78,37598.88,2413.91,2478.72,347.25,3316.52,5802.63,False
2026-01-07,Jan,Real,Wednesday,True,True,5984.87,299.24,36296.92,32192.68,2053.92,2418.72,102.70,10013.95,5909.71,False
2026-01-08,Jan,Real,Thursday,True,True,6140.15,307.01,38448.64,39186.33,2110.56,2447.99,105.53,4947.93,5685.62,False
2026-01-09,Jan,Real,Friday,True,True,6176.99,308.85,36045.88,37215.62,2142.72,2434.55,107.14,4663.40,5833.14,False
2026-01-10,Jan,Real,Saturday,False,False,0.00,0.00,43158.39,44332.89,0.00,2486.88,0.00,4693.64,5868.14,False
2026-01-11,Jan,Real,Sunday,False,False,0.00,0.00,42145.71,30986.58,0.00,2509.91,0.00,11159.12,0.00,False
2026-01-12,Jan,Real,Monday,True,True,6005.27,300.26,36359.08,27090.52,2037.60,2460.95,101.88,9268.56,0.00,False
2026-01-13,Jan,Real,Tuesday,True,True,6064.67,303.23,37010.56,32386.93,2107.68,2508.95,105.38,10328.63,5705.00,False
2026-01-14,Jan,Real,Wednesday,True,True,6005.03,300.25,36421.84,36301.39,2042.88,2453.76,102.14,5881.88,5761.43,False
2026-01-15,Jan,Real,Thursday,True,True,6044.15,302.21,36131.56,35446.09,2047.68,2469.59,102.38,6390.24,5704.78,False
2026-01-16,Jan,Real,Friday,True,True,6170.15,308.51,37456.48,32063.59,2112.00,2505.59,105.60,11134.82,5741.94,False
2026-01-17,Jan,Real,Saturday,False,False,0.00,0.00,45947.07,46083.62,0.00,2517.59,0.00,5725.09,5861.64,False
2026-01-18,Jan,Real,Sunday,False,False,0.00,0.00,40930.59,29483.56,0.00,2371.68,0.00,11447.03,0.00,False
2026-01-19,Jan,Real,Monday,True,True,5943.95,297.20,33755.81,22313.25,2040.00,2369.76,102.00,11442.55,0.00,False
2026-01-20,Jan,Real,Tuesday,True,True,5900.03,295.00,36684.40,31561.10,1992.96,2461.91,99.65,10770.05,5646.75,False
2026-01-21,Jan,Real,Wednesday,True,True,5822.63,291.13,36641.44,32902.36,1992.00,2410.55,99.60,9344.11,5605.03,False
2026-01-22,Jan,Real,Thursday,True,True,6824.27,624.27,35936.68,38734.74,2411.99,2430.72,322.29,2733.43,5531.50,True
2026-01-23,Jan,Real,Friday,True,True,6021.59,301.08,38626.00,33118.45,2067.84,2371.68,103.39,11707.54,6200.00,False
2026-01-24,Jan,Real,Saturday,False,False,0.00,0.00,43358.06,36671.56,0.00,2475.84,0.00,12407.01,5720.51,False
2026-01-25,Jan,Real,Sunday,False,False,0.00,0.00,40798.23,28532.91,0.00,2447.99,0.00,12265.31,0.00,False
2026-01-26,Jan,Real,Monday,True,True,5924.03,296.20,36973.36,25198.76,2009.76,2491.68,100.49,11774.59,0.00,False
2026-01-27,Jan,Real,Tuesday,True,True,5283.95,264.20,35293.96,36169.77,1788.00,2299.68,89.40,4752.02,5627.83,False
2026-01-28,Jan,Real,Wednesday,True,True,5377.91,268.90,34736.32,32026.06,1867.68,2345.76,93.38,7730.01,5019.75,False
2026-01-29,Jan,Real,Thursday,True,True,5548.43,277.42,35221.24,30219.37,1873.92,2359.68,93.70,10110.89,5109.01,False
2026-01-30,Jan,Real,Friday,True,True,6020.99,301.05,35084.80,37872.52,2073.60,2365.91,103.68,2483.28,5271.01,False
2026-01-31,Jan,Real,Saturday,False,False,0.00,0.00,42198.27,43059.70,0.00,2443.68,0.00,4858.51,5719.94,False
2026-02-01,Jan,Real,Sunday,False,False,0.00,0.00,201.48,201.48,0.00,805.92,0.00,0.00,0.00,False
